,ID,Timestamp,Data
0,00000000100,0000000000000000,0011111111110000000000000000000000000000000000000000000000000000
1,00000000100,0000000000000001,0011111111101111111111111111111011110011100100001000011101101100
2,00000000100,0000000000000010,0011111111101111111111111111101111001110010000100010111101000111
3,00000000100,0000000000000011,0011111111101111111111111111011010010000000101010010110001011001
4,00000000100,0000000000000100,0011111111101111111111111110111100111001000010011101011010010111
5,00000000100,0000000000000101,0011111111101111111111111110010111001001001000001010100100100110
6,00000000100,0000000000000110,0011111111101111111111111101101001000000010110100100001001011011
7,00000000100,0000000000000111,0011111111101111111111111100110010011110101101110110001110111001
8,00000000100,0000000000001000,0011111111101111111111111011110011100100001110001111000111110010
9,00000000100,0000000000001001,0011111111101111111111111010101100010000110111111111010011100111
10,00000000100,0000000000001010,0011111111101111111111111001011100100100101011011001011110101010
11,00000000100,0000000000001011,0011111111101111111111111000000100011111101000110010100001111001
12,00000000100,0000000000001100,0011111111101111111111110110100100000001110000100001100011000001
13,00000000100,0000000000001101,0011111111101111111111110100111011001011000010111111110100100000
14,00000000100,0000000000001110,0011111111101111111111110011001001111011100000101000110101100001
15,00000000100,0000000000001111,0011111111101111111111110001010000010011001001111010010001111100
16,00000000100,0000000000010000,0011111111101111111111101111001110010001111111010100000010011010
17,00000000100,0000000000010001,0011111111101111111111101101000011111000000001011000001100010001
18,00000000100,0000000000010010,0011111111101111111111101010110001000101010000101011000001100100
19,00000000100,0000000000010011,0011111111101111111111101000010101111001101101110011000001000110
20,00000000100,0000000000010100,0011111111101111111111100101110010010101011001011000110110010110
21,00000000100,0000000000010101,0011111111101111111111100011000110011000010100000111011001100010
22,00000000100,0000000000010110,0011111111101111111111100000010010000010011110101011101111100100
23,00000000100,0000000000010111,0011111111101111111111011101010101010011111001110101001010000100
24,00000000100,0000000000011000,0011111111101111111111011010010000001100100110010101000111010110
25,00000000100,0000000000011001,0011111111101111111111010111000010101100100100111111010010011110
26,00000000100,0000000000011010,0011111111101111111111010011101100110011110110101001100011001000
27,00000000100,0000000000011011,0011111111101111111111010000001110100010011100001011111101101111
28,00000000100,0000000000011100,0011111111101111111111001100100111111000010110100000110011011011
29,00000000100,0000000000011101,0011111111101111111111001000111000110101100110100100100001111110
30,00000000100,0000000000011110,0011111111101111111111000101000001011010001101010101110011110110
31,00000000100,0000000000011111,0011111111101111111111000001000001100110001011110101100000001101
32,00000000100,0000000000100000,0011111111101111111110111100111001011001100011000110101010111001
33,00000000100,0000000000100001,0011111111101111111110111000101000110100010100001110100100011000
34,00000000100,0000000000100010,0011111111101111111110110100001111110110100000010100101001110110
35,00000000100,0000000000100011,0011111111101111111110101111101110100000001000100010100101000111
36,00000000100,0000000000100100,0011111111101111111110101011000100110001001110000100001100101010
37,00000000100,0000000000100101,0011111111101111111110100110010010101001110010000111100011100110
38,00000000100,0000000000100110,0011111111101111111110100001011000001001110101111100111001101111
39,00000000100,0000000000100111,0011111111101111111110011100010101010001011010110110101011011111
40,00000000100,0000000000101000,0011111111101111111110010111001010000000100010001001100001111000
41,00000000100,0000000000101001,0011111111101111111110010001110110010111001101001100010010101000
42,00000000100,0000000000101010,0011111111101111111110001100011010010101011101011000000000000001
43,00000000100,0000000000101011,0011111111101111111110000110110101111011010100000111111000111111
44,00000000100,0000000000101100,0011111111101111111110000001001001001000110010111001011001000110
45,00000000100,0000000000101101,0011111111101111111101111011010011111101111011001100001000011110
46,00000000100,0000000000101110,0011111111101111111101110101010110011010101110100001111011110111
47,00000000100,0000000000101111,0011111111101111111101101111010000011111001110011110110100101000
48,00000000100,0000000000110000,0011111111101111111101101001000010001011011100101001000000101100
49,00000000100,0000000000110001,0011111111101111111101100010101011011111011010101000111010100101
50,00000000100,0000000000110010,0011111111101111111101011100001100011011001010001001001001011000
51,00000000100,0000000000110011,0011111111101111111101010101100100111110101100110110100000101111
52,00000000100,0000000000110100,0011111111101111111101001110110101001010000100100000000000111010
53,00000000100,0000000000110101,0011111111101111111101000111111100111101010010110110110110101000
54,00000000100,0000000000110110,0011111111101111111101000000111100011000011001101110011011010000
55,00000000100,0000000000110111,0011111111101111111100111001110011011011011010111100010100101001
56,00000000100,0000000000111000,0011111111101111111100110010100010000110011000011000010101001011
57,00000000100,0000000000111001,0011111111101111111100101011001000011001010011111100011011110001
58,00000000100,0000000000111010,0011111111101111111100100011100110010100001111100100110011111000
59,00000000100,0000000000111011,0011111111101111111100011011111011110111001101001111110101011101
60,00000000100,0000000000111100,0011111111101111111100010100001001000010001110111110000100111011
61,00000000100,0000000000111101,0011111111101111111100001100001101110101010110110010010011001111
62,00000000100,0000000000111110,0011111111101111111100000100001010010000100110110001011101110100
63,00000000100,0000000000111111,0011111111101111111011111011111110010100000001000010101110100011
64,00000000100,0000000001000000,0011111111101111111011110011101001111111100111101111011011110101
65,00000000100,0000000001000001,0011111111101111111011101011001101010011011101000011001000011101
66,00000000100,0000000001000010,0011111111101111111011100010101000001111100011001011100011101101
67,00000000100,0000000001000011,0011111111101111111011011001111010110011111100011000101001010100
68,00000000100,0000000001000100,0011111111101111111011010001000101000000101010111100100001011010
69,00000000100,0000000001000101,0011111111101111111011001000000110110101110001001011100000100011
70,00000000100,0000000001000110,0011111111101111111010111111000000010011010001011100000111101111
71,00000000100,0000000001000111,0011111111101111111010110101110001011001001110000111000100010101
72,00000000100,0000000001001000,0011111111101111111010101100011010000111101001100111010000001000
73,00000000100,0000000001001001,0011111111101111111010100010111010011110100110011001110001010001
74,00000000100,0000000001001010,0011111111101111111010011001010010011110000110111101111010010011
75,00000000100,0000000001001011,0011111111101111111010001111100010000110001101110101001010000110
76,00000000100,0000000001001100,0011111111101111111010000101101001010110111101100011001011111010
77,00000000100,0000000001001101,0011111111101111111001111011101000010000011000101101110111010100
78,00000000100,0000000001001110,0011111111101111111001110001011110110010100001111101010000010001
79,00000000100,0000000001001111,0011111111101111111001100111001100111101011011111011100110111110
80,00000000100,0000000001010000,0011111111101111111001011100110010110001001001010101010111111111
81,00000000100,0000000001010001,0011111111101111111001010010010000001101101100111001001100001001
82,00000000100,0000000001010010,0011111111101111111001000111100101010011001001010111111000100111
83,00000000100,0000000001010011,0011111111101111111000111100110010000001100001100100011110110010
84,00000000100,0000000001010100,0011111111101111111000110001110110011000111000010100001100010100
85,00000000100,0000000001010101,0011111111101111111000100110110010011001010000011110011011001010
86,00000000100,0000000001010110,0011111111101111111000011011100110000010101100111100110001011111
87,00000000100,0000000001010111,0011111111101111111000010000010001010101010000101011000001101011
88,00000000100,0000000001011000,0011111111101111111000000100110100010000111110100111001010010110
89,00000000100,0000000001011001,0011111111101111110111111001001110110101111001110001010110010101
90,00000000100,0000000001011010,0011111111101111110111101101100001000100000101001011111100101001
91,00000000100,0000000001011011,0011111111101111110111100001101010111011100011111011100000011101
92,00000000100,0000000001011100,0011111111101111110111010101101100011100011001000110110001001010
93,00000000100,0000000001011101,0011111111101111110111001001100101100110100111110110101010010000
94,00000000100,0000000001011110,0011111111101111110110111101010110011010010011010110010011011010
95,00000000100,0000000001011111,0011111111101111110110110000111110110111011110110011000000011010
96,00000000100,0000000001100000,0011111111101111110110100100011110111110001101011100010001001001
97,00000000100,0000000001100001,0011111111101111110110010111110110101110100010100011110001101001
98,00000000100,0000000001100010,0011111111101111110110001011000110001000100001011101011001111111
99,00000000100,0000000001100011,0011111111101111110101111110001101001100001101011111001110011000
100,00000000100,0000000001100100,0011111111101111110101110001001011111001101010000001011111000001
101,00000000100,0000000001100101,0011111111101111110101100100000010010000111010011110101000001100
102,00000000100,0000000001100110,0011111111101111110101010110110000010010000010010011010010001111
103,00000000100,0000000001100111,0011111111101111110101001001010101111101000100111110010001011111
104,00000000100,0000000001101000,0011111111101111110100111011110011010010000110000000100110010010
105,00000000100,0000000001101001,0011111111101111110100101110001000010001001000111101011100111101
106,00000000100,0000000001101010,0011111111101111110100100000010100111010010001011010001101110101
107,00000000100,0000000001101011,0011111111101111110100010010011001001101100010111110011101001011
108,00000000100,0000000001101100,0011111111101111110100000100010101001011000001010011111011001101
109,00000000100,0000000001101101,0011111111101111110011110110001000110010110000000110100100000101
110,00000000100,0000000001101110,0011111111101111110011100111110100000100110011000100011111111000
111,00000000100,0000000001101111,0011111111101111110011011001010111000001001101111110000010100101
112,00000000100,0000000001110000,0011111111101111110011001010110001101000000100100101101100000010
113,00000000100,0000000001110001,0011111111101111110010111100000011111001011010110000000111111110
114,00000000100,0000000001110010,0011111111101111110010101101001101110101010100010100001101111111
115,00000000100,0000000001110011,0011111111101111110010011110001111011011110101001011000001100001
116,00000000100,0000000001110100,0011111111101111110010001111001000101101000001001111110001110100
117,00000000100,0000000001110101,0011111111101111110001111111111001101000111100011111111001111011
118,00000000100,0000000001110110,0011111111101111110001110000100010001111101010111011000000101110
119,00000000100,0000000001110111,0011111111101111110001100001000010100001010000100010111000110011
