,ID,Timestamp,Data
0,00000001000,0000000000000000,0011111111101000000000000000000000000000000000000000000000000000
1,00000001000,0000000000000001,0011111111101000000010000011000100100110110100101001000011000101
2,00000001000,0000000000000010,0011111111101000000100000110001001001101000110111011000100101101
3,00000001000,0000000000000011,0011111111101000000110001001001101110010010100011111000011100101
4,00000001000,0000000000000100,0011111111101000001000001100010010010101111010111101111110101001
5,00000001000,0000000000000101,0011111111101000001010001111010110110111011000000000110101010011
6,00000001000,0000000000000110,0011111111101000001100010010011011010110001001010000100111100000
7,00000001000,0000000000000111,0011111111101000001110010101011111110001101100010110010101111011
8,00000001000,0000000000001000,0011111111101000010000011000100100001001011110111011000010000011
9,00000001000,0000000000001001,0011111111101000010010011011101000011100111110100111101110011000
10,00000001000,0000000000001010,0011111111101000010100011110101100101011101001000101011110100000
11,00000001000,0000000000001011,0011111111101000010110100001110000110100111011111101010111010101
12,00000001000,0000000000001100,0011111111101000011000100100110100111000010100111000011111001000
13,00000001000,0000000000001101,0011111111101000011010100111111000110101010001011111111101101111
14,00000001000,0000000000001110,0011111111101000011100101010111100101011001111011100111100101100
15,00000001000,0000000000001111,0011111111101000011110101110000000011001101100011000100111010100
16,00000001000,0000000000010000,0011111111101000100000110001000100000000000101111100001010111110
17,00000001000,0000000000010001,0011111111101000100010110100000111011101111001110000110111000101
18,00000001000,0000000000010010,0011111111101000100100110111001010110010100101011111111101010100
19,00000001000,0000000000010011,0011111111101000100110111010001101111101100110110010110001110001
20,00000001000,0000000000010100,0011111111101000101000111101010000111110011011010010101011000011
21,00000001000,0000000000010101,0011111111101000101011000000010011110100100000101001000010011101
22,00000001000,0000000000010110,0011111111101000101101000011010110011111010100011111010100000100
23,00000001000,0000000000010111,0011111111101000101111000110011000111110010100011110111110111100
24,00000001000,0000000000011000,0011111111101000110001001001011011010000111110010001100101001111
25,00000001000,0000000000011001,0011111111101000110011001100011101010110101111100000101100010110
26,00000001000,0000000000011010,0011111111101000110101001111011111001111000101110101111101000011
27,00000001000,0000000000011011,0011111111101000110111010010100000111001011110111011000011100110
28,00000001000,0000000000011100,0011111111101000111001010101100010010101011000011001101111111100
29,00000001000,0000000000011101,0011111111101000111011011000100011100010001111111011110101110110
30,00000001000,0000000000011110,0011111111101000111101011011100100011111100011001011001100111110
31,00000001000,0000000000011111,0011111111101000111111011110100101001100101111110001110001000110
32,00000001000,0000000000100000,0011111111101001000001100001100101101001010011011001100010001100
33,00000001000,0000000000100001,0011111111101001000011100100100101110100101011101100100100100111
34,00000001000,0000000000100010,0011111111101001000101100111100101101110010110010101000001001100
35,00000001000,0000000000100011,0011111111101001000111101010100101010101110000111101000101011101
36,00000001000,0000000000100100,0011111111101001001001101101100100101010011001001111000011101010
37,00000001000,0000000000100101,0011111111101001001011110000100011101011101100110101010011000000
38,00000001000,0000000000100110,0011111111101001001101110011100010011001001001011010001111110000
39,00000001000,0000000000100111,0011111111101001001111110110100000110010001100101000011011011001
40,00000001000,0000000000101000,0011111111101001010001111001011110110110010100001010011100110000
41,00000001000,0000000000101001,0011111111101001010011111100011100100100111101101011000000000111
42,00000001000,0000000000101010,0011111111101001010101111111011001111101100110110100110111011011
43,00000001000,0000000000101011,0011111111101001011000000010010110111111101101010010111010011001
44,00000001000,0000000000101100,0011111111101001011010000101010011101010101110110000000110101000
45,00000001000,0000000000101101,0011111111101001011100001000001111111110001000110111011111110011
46,00000001000,0000000000101110,0011111111101001011110001011001011111001011001010100001111110001
47,00000001000,0000000000101111,0011111111101001100000001110000111011011111101110001100110101100
48,00000001000,0000000000110000,0011111111101001100010010001000010100101010011111010111011001111
49,00000001000,0000000000110001,0011111111101001100100010011111101010100111001011011101010101100
50,00000001000,0000000000110010,0011111111101001100110010110110111101010001011111111011001000100
