,ID,Timestamp,Data
0,00000001101,0000000000000000,0000000000000000000000000000000000000000000000000000000000000000
1,00000001101,0000000000000001,0011111101010000011000100100110110100101001000011000101001100010
2,00000001101,0000000000000010,0011111101100000011000100100110100011011101100010010110101100001
3,00000001101,0000000000000011,0011111101101000100100110111001001010001111100001110010010010010
4,00000001101,0000000000000100,0011111101110000011000100100101011110101111011111101010001100100
5,00000001101,0000000000000101,0011111101110100011110101101101110110000000001101010100110000110
6,00000001101,0000000000000110,0011111101111000100100110110101100010010100001001111000000111001
7,00000001101,0000000000000111,0011111101111100101010111111100011011000101100101011110110001010
8,00000001101,0000000000001000,0011111110000000011000100100001001011110111011000010000011000110
9,00000001101,0000000000001001,0011111110000010011011101000011100111110100111101110010111101100
10,00000001101,0000000000001010,0011111110000100011110101100101011101001000101011110100000000111
11,00000001101,0000000000001011,0011111110000110100001110000110100111011111101010111010100101100
12,00000001101,0000000000001100,0011111110001000100100110100111000010100111000011111000111110100
13,00000001101,0000000000001101,0011111110001010100111111000110101010001011111111101101110111011
14,00000001101,0000000000001110,0011111110001100101010111100101011001111011100111100101011100110
15,00000001101,0000000000001111,0011111110001110101110000000011001101100011000100111010100011101
16,00000001101,0000000000010000,0011111110010000011000100010000000000010111110000101011111001001
17,00000001101,0000000000010001,0011111110010001011010000011101110111100111000011011100010011011
18,00000001101,0000000000010010,0011111110010010011011100101011001010010101111111110101010000011
19,00000001101,0000000000010011,0011111110010011011101000110111110110011011001011000111000100110
20,00000001101,0000000000010100,0011111110010100011110101000011111001101101001010101100001100111
21,00000001101,0000000000010101,0011111110010101100000001001111010010000010100100001001110010001
22,00000001101,0000000000010110,0011111110010110100001101011001111101010001111101010000001110001
23,00000001101,0000000000010111,0011111110010111100011001100011111001010001111011111011101111011
24,00000001101,0000000000011000,0011111110011000100100101101101000011111001000110010100111100110
25,00000001101,0000000000011001,0011111110011001100110001110101011010111110000010110001011001110
26,00000001101,0000000000011010,0011111110011010100111101111100111100010111010111110100001010010
27,00000001101,0000000000011011,0011111110011011101001010000011100101111011101100001110010111001
28,00000001101,0000000000011100,0011111110011100101010110001001010101100001100110111111110001110
29,00000001101,0000000000011101,0011111110011101101100010001110001000111111101111010111011000001
30,00000001101,0000000000011110,0011111110011110101101110010001111110001100101100110011111000110
31,00000001101,0000000000011111,0011111110011111101111010010100110010111111000111000100010111010
32,00000001101,0000000000100000,0011111110100000011000011001011010010100110110011000100010111111
33,00000001101,0000000000100001,0011111110100000111001001001011101001010111011001001001001101011
34,00000001101,0000000000100010,0011111110100001011001111001011011100101100101010000010011001000
35,00000001101,0000000000100011,0011111110100001111010101001010101011100001111010001010111001110
36,00000001101,0000000000100100,0011111110100010011011011001001010100110010011110000111010011001
37,00000001101,0000000000100101,0011111110100010111100001000111010111011001101010100101111111010
38,00000001101,0000000000100110,0011111110100011011100111000100110010010010110100011111100000001
39,00000001101,0000000000100111,0011111110100011111101101000001100100011001010000110110110010100
40,00000001101,0000000000101000,0011111110100100011110010111101101100101000010100111001011111011
41,00000001101,0000000000101001,0011111110100100111111000111001001001111011010110000000001110001
42,00000001101,0000000000101010,0011111110100101011111110110011111011001101101001101110110110011
43,00000001101,0000000000101011,0011111110100110000000100101101111111011010100101110100110010100
44,00000001101,0000000000101100,0011111110100110100001010100111010101011101100000001101010001000
