,ID,Timestamp,Data
0,00000000001,0000000000000000,0000000000000000000000000000000000000000000000000000000000000000
1,00000000001,0000000000000001,0011111111110000000000000000000000000000000000000000000000000000
2,00000000001,0000000000000010,0100000000000000000000000000000000000000000000000000000000000000
3,00000000001,0000000000000011,0100000000001000000000000000000000000000000000000000000000000000
4,00000000001,0000000000000100,0100000000010000000000000000000000000000000000000000000000000000
5,00000000001,0000000000000101,0100000000010100000000000000000000000000000000000000000000000000
6,00000000001,0000000000000110,0100000000011000000000000000000000000000000000000000000000000000
7,00000000001,0000000000000111,0100000000011100000000000000000000000000000000000000000000000000
8,00000000001,0000000000001000,0100000000100000000000000000000000000000000000000000000000000000
9,00000000001,0000000000001001,0100000000100010000000000000000000000000000000000000000000000000
10,00000000001,0000000000001010,0100000000100100000000000000000000000000000000000000000000000000
11,00000000001,0000000000001011,0100000000100110000000000000000000000000000000000000000000000000
12,00000000001,0000000000001100,0100000000101000000000000000000000000000000000000000000000000000
13,00000000001,0000000000001101,0100000000101010000000000000000000000000000000000000000000000000
14,00000000001,0000000000001110,0100000000101100000000000000000000000000000000000000000000000000
15,00000000001,0000000000001111,0100000000101110000000000000000000000000000000000000000000000000
16,00000000001,0000000000010000,0100000000110000000000000000000000000000000000000000000000000000
17,00000000001,0000000000010001,0100000000110001000000000000000000000000000000000000000000000000
18,00000000001,0000000000010010,0100000000110010000000000000000000000000000000000000000000000000
19,00000000001,0000000000010011,0100000000110011000000000000000000000000000000000000000000000000
20,00000000001,0000000000010100,0100000000110100000000000000000000000000000000000000000000000000
21,00000000001,0000000000010101,0100000000110101000000000000000000000000000000000000000000000000
22,00000000001,0000000000010110,0100000000110110000000000000000000000000000000000000000000000000
23,00000000001,0000000000010111,0100000000110111000000000000000000000000000000000000000000000000
24,00000000001,0000000000011000,0100000000111000000000000000000000000000000000000000000000000000
25,00000000001,0000000000011001,0100000000111001000000000000000000000000000000000000000000000000
26,00000000001,0000000000011010,0100000000111010000000000000000000000000000000000000000000000000
27,00000000001,0000000000011011,0100000000111011000000000000000000000000000000000000000000000000
28,00000000001,0000000000011100,0100000000111100000000000000000000000000000000000000000000000000
29,00000000001,0000000000011101,0100000000111101000000000000000000000000000000000000000000000000
30,00000000001,0000000000011110,0100000000111110000000000000000000000000000000000000000000000000
31,00000000001,0000000000011111,0100000000111111000000000000000000000000000000000000000000000000
32,00000000001,0000000000100000,0100000001000000000000000000000000000000000000000000000000000000
33,00000000001,0000000000100001,0100000001000000100000000000000000000000000000000000000000000000
34,00000000001,0000000000100010,0100000001000001000000000000000000000000000000000000000000000000
35,00000000001,0000000000100011,0100000001000001100000000000000000000000000000000000000000000000
36,00000000001,0000000000100100,0100000001000010000000000000000000000000000000000000000000000000
37,00000000001,0000000000100101,0100000001000010100000000000000000000000000000000000000000000000
38,00000000001,0000000000100110,0100000001000011000000000000000000000000000000000000000000000000
39,00000000001,0000000000100111,0100000001000011100000000000000000000000000000000000000000000000
40,00000000001,0000000000101000,0100000001000100000000000000000000000000000000000000000000000000
41,00000000001,0000000000101001,0100000001000100100000000000000000000000000000000000000000000000
42,00000000001,0000000000101010,0100000001000101000000000000000000000000000000000000000000000000
43,00000000001,0000000000101011,0100000001000101100000000000000000000000000000000000000000000000
44,00000000001,0000000000101100,0100000001000110000000000000000000000000000000000000000000000000
45,00000000001,0000000000101101,0100000001000110100000000000000000000000000000000000000000000000
46,00000000001,0000000000101110,0100000001000111000000000000000000000000000000000000000000000000
47,00000000001,0000000000101111,0100000001000111100000000000000000000000000000000000000000000000
48,00000000001,0000000000110000,0100000001001000000000000000000000000000000000000000000000000000
49,00000000001,0000000000110001,0100000001001000100000000000000000000000000000000000000000000000
50,00000000001,0000000000110010,0100000001001001000000000000000000000000000000000000000000000000
51,00000000001,0000000000110011,0100000001001001100000000000000000000000000000000000000000000000
52,00000000001,0000000000110100,0100000001001010000000000000000000000000000000000000000000000000
53,00000000001,0000000000110101,0100000001001010100000000000000000000000000000000000000000000000
54,00000000001,0000000000110110,0100000001001011000000000000000000000000000000000000000000000000
55,00000000001,0000000000110111,0100000001001011100000000000000000000000000000000000000000000000
56,00000000001,0000000000111000,0100000001001100000000000000000000000000000000000000000000000000
57,00000000001,0000000000111001,0100000001001100100000000000000000000000000000000000000000000000
58,00000000001,0000000000111010,0100000001001101000000000000000000000000000000000000000000000000
59,00000000001,0000000000111011,0100000001001101100000000000000000000000000000000000000000000000
60,00000000001,0000000000111100,0100000001001110000000000000000000000000000000000000000000000000
61,00000000001,0000000000111101,0100000001001110100000000000000000000000000000000000000000000000
62,00000000001,0000000000111110,0100000001001111000000000000000000000000000000000000000000000000
63,00000000001,0000000000111111,0100000001001111100000000000000000000000000000000000000000000000
64,00000000001,0000000001000000,0100000001010000000000000000000000000000000000000000000000000000
65,00000000001,0000000001000001,0100000001010000010000000000000000000000000000000000000000000000
66,00000000001,0000000001000010,0100000001010000100000000000000000000000000000000000000000000000
67,00000000001,0000000001000011,0100000001010000110000000000000000000000000000000000000000000000
68,00000000001,0000000001000100,0100000001010001000000000000000000000000000000000000000000000000
69,00000000001,0000000001000101,0100000001010001010000000000000000000000000000000000000000000000
70,00000000001,0000000001000110,0100000001010001100000000000000000000000000000000000000000000000
71,00000000001,0000000001000111,0100000001010001110000000000000000000000000000000000000000000000
72,00000000001,0000000001001000,0100000001010010000000000000000000000000000000000000000000000000
73,00000000001,0000000001001001,0100000001010010010000000000000000000000000000000000000000000000
74,00000000001,0000000001001010,0100000001010010100000000000000000000000000000000000000000000000
75,00000000001,0000000001001011,0100000001010010110000000000000000000000000000000000000000000000
